DNT,0.00000576
OMG,0.00089366
LSK,0.00063276
PART,0.00112522
BTS,0.00000850
QWARK,0.00002021
BAT,0.00001991
ARK,0.00034612
RDD,0.00000016
DRACO,0.00000005
XRP,0.00002938
ADX,0.00012930
NEO,0.00367910
